store_code,Latitude,Longitude,radius,beauty_supply_count,cosmetics_count,brands_count,quick_commerce_count,total_competitors,place_id,competitor_name,competitor_lat,competitor_lng,competitor_distance,competitor_address,competitor_types,competitor_rating,competitor_category,competitor_type
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJoaz8XbYVrjsRs0wExqZvozc,Surabhi Beauty Parlour | Hair and Beauty Salon | Trendy & Stylish Hairdressing & Beautician,12.9174218,77.617751,653,"231/A, VP Rd, opposite to Adishakti Mariamma Temple, near Vandana bakery, Old Madiwala, Dollar Scheme Colony, 1st Stage, BTM Layout, Bengaluru, Karnataka 560068, India","beauty_salon, spa, hair_care, point_of_interest, establishment",4.7,Beauty brand,brand
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJwTxwbjEVrjsRS9_p-cTIaFE,RAY BEAUTY STUDIO,12.9097278,77.6326297,1186,"921, 5th Main Rd, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102, India","beauty_salon, point_of_interest, establishment",4.4,Beauty supply store,beauty
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJ-aj-lbkVrjsRTSA8AvcrPK4,De-Stress Luxury Spa in Madiwala,12.9230212,77.6143641,1293,"#1202, 1203, Maruthi Nagar Main Rd, Zuzuvadi, Madiwala, 1st Stage, BTM Layout, Bengaluru, Karnataka 560068, India","spa, health, point_of_interest, establishment",4.5,Beauty supply store,beauty
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJk1lYywQVrjsRCGRlU7PnPHs,Beauty&Beyond(Darkstore)-HSR,12.9077571,77.632438,1302,"Khata no 470, Ground floor, No. 147, 5th Main Rd, Rajiv Gandhi Nagar, 7th Sector, HSR Layout, Bengaluru, Karnataka 560068, India","store, point_of_interest, establishment",5,Beauty brand,brand
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJMSUPy6MVrjsR11OzRy3iEjI,Aqua Beauty Stores,12.9042397,77.6280416,1349,"Shop no 8A sri maheshwaramma Temple street, 1st Cross Rd, Bommanahalli, Bengaluru, Karnataka 560068, India","store, point_of_interest, establishment",4.3,Cosmetics store,cosmetics
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJYZic9EgVrjsRfBHzqBJB_28,Lakshmi Krishna Naturals,12.9106311,77.6350409,1371,"996, 9th Main Rd, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102, India","store, point_of_interest, establishment",4.3,Cosmetics store,cosmetics
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJp6qqqh0VrjsRwSoxm5jFCZ4,Lakme Salon,12.9156039,77.6102333,1433,"No 935, Restaurant, Sri Arcade, near UDUPI GARDEN, BTM 2nd Stage, Kuvempu Nagar, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076, India","beauty_salon, point_of_interest, establishment",4.6,Beauty brand,brand
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJ26cncwAVrjsR_FRCfmiFS1o,Big basket now jakkasandra,12.9219356,77.6366484,1602,"ELVEEGO Circuits Pvt Ltd, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru, Karnataka 560034, India","food, point_of_interest, establishment",0,Quick commerce,quick
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJOU7cHQAVrjsRc7FCpTnsYDA,SHOPPERS STOP WAREHOUSE,12.9011298,77.6215068,1613,"WJ2C+FJ2, Kodichikkanahalli Main Rd, Kodichikknahalli, Seenappa Layout, Bommanahalli, Bengaluru, Karnataka 560068, India","storage, point_of_interest, establishment",2.3,Beauty brand,brand
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJDeeLwpEUrjsR8v8YfJPtIvM,Health & Glow -HSR Layout 14th Main,12.9119154,77.6379202,1621,"36, Sector 7,14th Main Rd, 80th Feet Rd, HSR Layout, Bengaluru, Karnataka 560102, India","store, point_of_interest, establishment",4.5,Cosmetics store,cosmetics
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJGf-8wpEUrjsR55cRSdhtVTk,"Hair Speak Family Salon, HSR Layout",12.9118922,77.6379347,1623,"BDA Complex, No.36, 14th Main Rd, beside Mc Donald's, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102, India","beauty_salon, hair_care, health, point_of_interest, establishment",4.7,Beauty supply store,beauty
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJkWWEEo4UrjsRJxELBd8BRrI,Lakme Salon For Him & Her in HSR 14th Main,12.9116496,77.6380468,1642,"40, 14th Main Rd, next to Mc Donalds, 7th Sector, HSR Layout, Bengaluru, Karnataka 560034, India","beauty_salon, point_of_interest, establishment",4.7,Beauty brand,brand
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJQQdaz8EVrjsRKRzSnmz9tPI,Glow Up Unisex Salon and Spa,12.9164782,77.6063272,1860,"1st floor, 100 Feet Ring Rd, near Water tank, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560029, India","spa, point_of_interest, establishment",4.6,Beauty supply store,beauty
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJw-uHYQAVrjsRTGEmdrai5Rg,Bigbasket Store,12.8987514,77.6207712,1887,"1, Kodichikkanahalli Main Rd, Kaveri Nagar, Bommanahalli, Bengaluru, Karnataka 560068, India","storage, point_of_interest, establishment",3,Quick commerce,quick
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJD34laEMVrjsReaxLJ8Y49Co,Ame Organic,12.901569,77.6336569,1906,"GF 115, 23/1, Begur, Hosur Rd, Bilekahalli, Bengaluru, Karnataka 560068, India","store, point_of_interest, establishment",5,Cosmetics store,cosmetics
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJPSauCrwVrjsRxLfLRBstsnU,Jawed Habib Hair & Beauty Salon - Hongasandra,12.8984598,77.6264284,1924,"2nd Floor, HCR Arcade, Plot No 4/7, Begur Rd, opp. Reliance Smart Point, below Jockey Showroom, Hongasandra, Bengaluru, Karnataka 560068, India","hair_care, point_of_interest, establishment",5,Beauty supply store,beauty
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJPY3NKdwVrjsR1fqsWYQuscM,Rouge The Beauty Space (Unisex Salon & Beauty Academy),12.9261905,77.6376992,1952,"Second Floor, 69/1, 1st Main Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India","beauty_salon, spa, hair_care, store, point_of_interest, health, establishment",4.6,Beauty brand,brand
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJ3wq9MlUUrjsRQJcDpwi0cYA,Beauty Palace,12.9246938,77.6079242,1970,"Shop No. 2, 1st Main, 1st B Cross Rd, near LAKSHMI THEATRE, Narayanappa Garden, Tavarekere, BTM Layout, Bengaluru, Karnataka 560029, India","store, point_of_interest, establishment",4.7,Cosmetics store,cosmetics
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJLaB-xB8VrjsR7wAegmOB1hc,Instamart,12.8982918,77.6191623,1971,"VJX9+7MJ, Kodichikkanahalli Main Rd, Kodichikknahalli, Rotary Nagar, Bommanahalli, Bengaluru, Karnataka 560068, India","store, food, point_of_interest, establishment",4.8,Quick commerce,quick
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJOX0zihUVrjsRVLyptCugNo0,Meenakshi beauty store,12.9088575,77.6063895,1992,"30, 7th Main Rd, New Extension, Abbaappa Layout, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076, India","store, point_of_interest, establishment",4.7,Cosmetics store,cosmetics
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJR1iXrusVrjsRziRwc5EeaJI,Lakme Salon,12.9314375,77.6325463,2031,"1st floor, J&K heritage, 80 Feet Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India","beauty_salon, point_of_interest, establishment",4.4,Beauty brand,brand
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJhTt9iecVrjsRb9M9RL7E_ns,Instamart Koramangala,12.9327111,77.6316813,2114,"1st Floor, Sogo Iris, 19, Besides Incubex, S.T. Bed, 4th Block, Koramangala, Bengaluru, Karnataka 560095, India","food, point_of_interest, establishment",4.2,Quick commerce,quick
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJRcjElzEVrjsRLm2FPEcqK8E,Big Basket Delivery Office,12.898305,77.6352407,2303,"VJXP+835, Bandepalya, Garvebhavi Palya, Bengaluru, Karnataka 560068, India","point_of_interest, establishment",3.3,Quick commerce,quick
Manual-1,12.91549886,77.62343911,2000,5,7,7,5,24,ChIJ2d8XKb0UrjsRDWRrVTfGTlE,"Style n Arts Women's hair, Beauty and Makeup",12.9005783,77.6416329,2580,"308, 1st floor, 5th Main Rd, next to HSR layout, ITI Layout, Hosapalaya, HSR Layout, Bengaluru, Karnataka 560068, India","beauty_salon, clothing_store, hair_care, spa, store, point_of_interest, establishment",4.9,Cosmetics store,cosmetics
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJ03ZCftEVrjsRCmjEojPs0-g,EXOTIC SPA kodichikanahalli,12.8792198,77.6406283,306,"no 11 ground floor begur, Kodichikkanahalli Main Rd, near devarachikkanahalli, Kasaba Hobli, Bengaluru, Karnataka 560076, India","spa, health, point_of_interest, store, establishment",3.9,Beauty supply store,beauty
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJoaz8XbYVrjsRs0wExqZvozc,Surabhi Beauty Parlour | Hair and Beauty Salon | Trendy & Stylish Hairdressing & Beautician,12.9174218,77.617751,653,"231/A, VP Rd, opposite to Adishakti Mariamma Temple, near Vandana bakery, Old Madiwala, Dollar Scheme Colony, 1st Stage, BTM Layout, Bengaluru, Karnataka 560068, India","beauty_salon, spa, hair_care, point_of_interest, establishment",4.7,Beauty brand,brand
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJ27niIE8VrjsRP1Q2ZhHxCHw,Kiyas Naturals,12.8809307,77.6461126,930,"First Floor, Bali Enclave, 1881, 60 Feet Rd, AECS Layout - A Block, Singasandra, Bengaluru, Karnataka 560068, India","point_of_interest, establishment",5,Cosmetics store,cosmetics
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJwTxwbjEVrjsRS9_p-cTIaFE,RAY BEAUTY STUDIO,12.9097278,77.6326297,1186,"921, 5th Main Rd, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102, India","beauty_salon, point_of_interest, establishment",4.4,Beauty supply store,beauty
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJ-aj-lbkVrjsRTSA8AvcrPK4,De-Stress Luxury Spa in Madiwala,12.9230212,77.6143641,1293,"#1202, 1203, Maruthi Nagar Main Rd, Zuzuvadi, Madiwala, 1st Stage, BTM Layout, Bengaluru, Karnataka 560068, India","spa, health, point_of_interest, establishment",4.5,Beauty supply store,beauty
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJk1lYywQVrjsRCGRlU7PnPHs,Beauty&Beyond(Darkstore)-HSR,12.9077571,77.632438,1302,"Khata no 470, Ground floor, No. 147, 5th Main Rd, Rajiv Gandhi Nagar, 7th Sector, HSR Layout, Bengaluru, Karnataka 560068, India","store, point_of_interest, establishment",5,Beauty brand,brand
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJMSUPy6MVrjsR11OzRy3iEjI,Aqua Beauty Stores,12.9042397,77.6280416,1349,"Shop no 8A sri maheshwaramma Temple street, 1st Cross Rd, Bommanahalli, Bengaluru, Karnataka 560068, India","store, point_of_interest, establishment",4.3,Cosmetics store,cosmetics
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJYZic9EgVrjsRfBHzqBJB_28,Lakshmi Krishna Naturals,12.9106311,77.6350409,1371,"996, 9th Main Rd, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102, India","store, point_of_interest, establishment",4.3,Cosmetics store,cosmetics
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJvyEdDyQVrjsRglPOrPWsfcU,BIGBASKET 5K KUDLU WAREHOUSE,12.8795151,77.6508272,1410,"VMH2+V7G, 16th Main Rd, AECS Layout - A Block, Singasandra, Bengaluru, Karnataka 560068, India","grocery_or_supermarket, food, store, point_of_interest, establishment",4.3,Quick commerce,quick
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJp6qqqh0VrjsRwSoxm5jFCZ4,Lakme Salon,12.9156039,77.6102333,1433,"No 935, Restaurant, Sri Arcade, near UDUPI GARDEN, BTM 2nd Stage, Kuvempu Nagar, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076, India","beauty_salon, point_of_interest, establishment",4.6,Beauty brand,brand
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJd56xQCgVrjsR0oGNIRD1Who,"ZUDIO - Begur Road, Bengaluru",12.8847531,77.6248995,1560,"Sr. No. 299, Saibya Square, 4B 20, near Sub Registrar Office, Begur, Bengaluru, Karnataka 560068, India","clothing_store, store, point_of_interest, establishment",4.1,Beauty brand,brand
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJ26cncwAVrjsR_FRCfmiFS1o,Big basket now jakkasandra,12.9219356,77.6366484,1602,"ELVEEGO Circuits Pvt Ltd, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru, Karnataka 560034, India","food, point_of_interest, establishment",0,Quick commerce,quick
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJOU7cHQAVrjsRc7FCpTnsYDA,SHOPPERS STOP WAREHOUSE,12.9011298,77.6215068,1613,"WJ2C+FJ2, Kodichikkanahalli Main Rd, Kodichikknahalli, Seenappa Layout, Bommanahalli, Bengaluru, Karnataka 560068, India","storage, point_of_interest, establishment",2.3,Beauty brand,brand
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJDeeLwpEUrjsR8v8YfJPtIvM,Health & Glow -HSR Layout 14th Main,12.9119154,77.6379202,1621,"36, Sector 7,14th Main Rd, 80th Feet Rd, HSR Layout, Bengaluru, Karnataka 560102, India","store, point_of_interest, establishment",4.5,Cosmetics store,cosmetics
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJGf-8wpEUrjsR55cRSdhtVTk,"Hair Speak Family Salon, HSR Layout",12.9118922,77.6379347,1623,"BDA Complex, No.36, 14th Main Rd, beside Mc Donald's, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102, India","beauty_salon, hair_care, health, point_of_interest, establishment",4.7,Beauty supply store,beauty
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJkWWEEo4UrjsRJxELBd8BRrI,Lakme Salon For Him & Her in HSR 14th Main,12.9116496,77.6380468,1642,"40, 14th Main Rd, next to Mc Donalds, 7th Sector, HSR Layout, Bengaluru, Karnataka 560034, India","beauty_salon, point_of_interest, establishment",4.7,Beauty brand,brand
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJI6sOOuYVrjsRcRfxb-VsmxE,DINESH KUMAR MAHTO TATTOO SHOP,12.8903896,77.6494347,1810,"Shop No 123 Vinayaka Nagar, BBMP Road Main Road, Kudlu, Bengaluru, Karnataka 560068, India","point_of_interest, store, establishment",3,Beauty brand,brand
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJQQdaz8EVrjsRKRzSnmz9tPI,Glow Up Unisex Salon and Spa,12.9164782,77.6063272,1860,"1st floor, 100 Feet Ring Rd, near Water tank, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560029, India","spa, point_of_interest, establishment",4.6,Beauty supply store,beauty
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJ7XGS_GAVrjsRG5ym7gIFbvw,Zepto hub BLR 20,12.8903324,77.6255606,1861,"VJRG+46H, Begur Rd, Maruthi Layout, Hongasandra, Bengaluru, Karnataka 560068, India","food, store, point_of_interest, establishment",3.9,Quick commerce,quick
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJw-uHYQAVrjsRTGEmdrai5Rg,Bigbasket Store,12.8987514,77.6207712,1887,"1, Kodichikkanahalli Main Rd, Kaveri Nagar, Bommanahalli, Bengaluru, Karnataka 560068, India","storage, point_of_interest, establishment",3,Quick commerce,quick
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJD34laEMVrjsReaxLJ8Y49Co,Ame Organic,12.901569,77.6336569,1906,"GF 115, 23/1, Begur, Hosur Rd, Bilekahalli, Bengaluru, Karnataka 560068, India","store, point_of_interest, establishment",5,Cosmetics store,cosmetics
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJPSauCrwVrjsRxLfLRBstsnU,Jawed Habib Hair & Beauty Salon - Hongasandra,12.8984598,77.6264284,1924,"2nd Floor, HCR Arcade, Plot No 4/7, Begur Rd, opp. Reliance Smart Point, below Jockey Showroom, Hongasandra, Bengaluru, Karnataka 560068, India","hair_care, point_of_interest, establishment",5,Beauty supply store,beauty
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJPY3NKdwVrjsR1fqsWYQuscM,Rouge The Beauty Space (Unisex Salon & Beauty Academy),12.9261905,77.6376992,1952,"Second Floor, 69/1, 1st Main Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India","beauty_salon, spa, hair_care, store, point_of_interest, health, establishment",4.6,Beauty brand,brand
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJ3wq9MlUUrjsRQJcDpwi0cYA,Beauty Palace,12.9246938,77.6079242,1970,"Shop No. 2, 1st Main, 1st B Cross Rd, near LAKSHMI THEATRE, Narayanappa Garden, Tavarekere, BTM Layout, Bengaluru, Karnataka 560029, India","store, point_of_interest, establishment",4.7,Cosmetics store,cosmetics
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJLaB-xB8VrjsR7wAegmOB1hc,Instamart,12.8982918,77.6191623,1971,"VJX9+7MJ, Kodichikkanahalli Main Rd, Kodichikknahalli, Rotary Nagar, Bommanahalli, Bengaluru, Karnataka 560068, India","store, food, point_of_interest, establishment",4.8,Quick commerce,quick
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJOX0zihUVrjsRVLyptCugNo0,Meenakshi beauty store,12.9088575,77.6063895,1992,"30, 7th Main Rd, New Extension, Abbaappa Layout, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076, India","store, point_of_interest, establishment",4.7,Cosmetics store,cosmetics
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJk1MGqittrjsR3jWNQm8NBBc,Laxmi Beauty Store,12.8720022,77.6549152,1995,"459,4th cross ,c.k.nagar, post, Hosa Road, Electronic City, Bengaluru, Karnataka 560100, India","point_of_interest, establishment",4.9,Beauty supply store,beauty
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJR1iXrusVrjsRziRwc5EeaJI,Lakme Salon,12.9314375,77.6325463,2031,"1st floor, J&K heritage, 80 Feet Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India","beauty_salon, point_of_interest, establishment",4.4,Beauty brand,brand
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJAX0mGAAVrjsRE13WsEMJCGs,Blinkit Kudlu,12.8932395,77.6500272,2090,"VJVX+8X5, Hosapalaya, Muneshwara Nagar, Bengaluru, Karnataka 560068, India","grocery_or_supermarket, food, store, point_of_interest, establishment",2.8,Quick commerce,quick
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJHV-y-1hrrjsRe7oytO8f4K4,Big Mart,12.8649003,77.651238,2113,"4, 26/2, Basapura Main Rd, near Concord Midway Appartment, Pragathi Nagar, Basapura, Bengaluru, Karnataka 560100, India","supermarket, grocery_or_supermarket, food, store, point_of_interest, establishment",4.1,Quick commerce,quick
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJhTt9iecVrjsRb9M9RL7E_ns,Instamart Koramangala,12.9327111,77.6316813,2114,"1st Floor, Sogo Iris, 19, Besides Incubex, S.T. Bed, 4th Block, Koramangala, Bengaluru, Karnataka 560095, India","food, point_of_interest, establishment",4.2,Quick commerce,quick
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJRcjElzEVrjsRLm2FPEcqK8E,Big Basket Delivery Office,12.898305,77.6352407,2303,"VJXP+835, Bandepalya, Garvebhavi Palya, Bengaluru, Karnataka 560068, India","point_of_interest, establishment",3.3,Quick commerce,quick
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJ2d8XKb0UrjsRDWRrVTfGTlE,"Style n Arts Women's hair, Beauty and Makeup",12.9005783,77.6416329,2580,"308, 1st floor, 5th Main Rd, next to HSR layout, ITI Layout, Hosapalaya, HSR Layout, Bengaluru, Karnataka 560068, India","beauty_salon, clothing_store, hair_care, spa, store, point_of_interest, establishment",4.9,Cosmetics store,cosmetics
Manual-2,12.87868609,77.63785867,2000,8,8,9,9,34,ChIJnU1jU85trjsRBLTr0WewDs4,MAGNUS Family Salon & Academy,12.8612355,77.6541761,2629,"# 17 & 20 Pooja Towers, Chikkathogur Main Rd, Pragathi Nagar, Electronic City, Bengaluru, Karnataka 560100, India","beauty_salon, hair_care, spa, school, point_of_interest, establishment",4,Beauty supply store,beauty
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJ7X_gWs1qrjsRPnnfij1vryY,Health & Glow - Royal Meenakshi Mall,12.8757994,77.5960108,279,"Shop No 04, Ground Floor, Royal Meenakshi Mall, North, opposite to Mantri Dsk Pinnacle, Hulimavu, Bengaluru, Karnataka 560079, India","store, point_of_interest, establishment",4.6,Cosmetics store,cosmetics
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJW86gXM1qrjsRAoL_Ix9xcp8,Shoppers Stop Ltd - Meenakshi Mall,12.8759953,77.5957909,286,"424/376/487, Royal Meenakshi Mall, No, Bannerghatta Road, next to Meenakshi Temple Road, Hulimavu, Bengaluru, Karnataka 560076, India","department_store, point_of_interest, store, establishment",4.1,Beauty brand,brand
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJ03ZCftEVrjsRCmjEojPs0-g,EXOTIC SPA kodichikanahalli,12.8792198,77.6406283,306,"no 11 ground floor begur, Kodichikkanahalli Main Rd, near devarachikkanahalli, Kasaba Hobli, Bengaluru, Karnataka 560076, India","spa, health, point_of_interest, store, establishment",3.9,Beauty supply store,beauty
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJb1DJlzIVrjsRJ2MltjqQJ3A,NewU,12.8759056,77.5954748,321,"Ground Floor, Royal Meenakshi Mall, G014, next to KFC, Hulimavu, Bengaluru, Karnataka 560076, India","department_store, store, point_of_interest, establishment",4.8,Cosmetics store,cosmetics
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJoaz8XbYVrjsRs0wExqZvozc,Surabhi Beauty Parlour | Hair and Beauty Salon | Trendy & Stylish Hairdressing & Beautician,12.9174218,77.617751,653,"231/A, VP Rd, opposite to Adishakti Mariamma Temple, near Vandana bakery, Old Madiwala, Dollar Scheme Colony, 1st Stage, BTM Layout, Bengaluru, Karnataka 560068, India","beauty_salon, spa, hair_care, point_of_interest, establishment",4.7,Beauty brand,brand
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJLXZiOAAVrjsRSUSR4UM-5S8,Blinkit hub,12.8845057,77.596228,821,"E-1-20, 1st Cross Rd, near Aishwarya Family Restaurant, Syndicate Bank Colony, Omkar Nagar, Arekere, Bengaluru, Karnataka 560076, India","food, point_of_interest, establishment",3.7,Quick commerce,quick
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJ27niIE8VrjsRP1Q2ZhHxCHw,Kiyas Naturals,12.8809307,77.6461126,930,"First Floor, Bali Enclave, 1881, 60 Feet Rd, AECS Layout - A Block, Singasandra, Bengaluru, Karnataka 560068, India","point_of_interest, establishment",5,Cosmetics store,cosmetics
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJz3ly615rrjsRonUpj9Wmgak,Fashionic Unisex Beauty Salon & Spa,12.8679087,77.5977698,1051,"38, 23 & 24, Shop no 2, Doddakammanahilli, Bannerghatta Main Rd, Nobo Nagar, SOS post, Bengaluru, Karnataka 560076, India","beauty_salon, point_of_interest, establishment",4.9,Beauty brand,brand
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJwTxwbjEVrjsRS9_p-cTIaFE,RAY BEAUTY STUDIO,12.9097278,77.6326297,1186,"921, 5th Main Rd, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102, India","beauty_salon, point_of_interest, establishment",4.4,Beauty supply store,beauty
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJSZ5u2x5rrjsRtqemulboZF0,Moon Makeup Studio And Academy,12.8758912,77.6095917,1265,"Shop no. 13, Hiranandani entrance complex, Akshaya Gardens, Akshayanagar, Bengaluru, Karnataka 560076, India","beauty_salon, point_of_interest, establishment",4.9,Cosmetics store,cosmetics
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJ-aj-lbkVrjsRTSA8AvcrPK4,De-Stress Luxury Spa in Madiwala,12.9230212,77.6143641,1293,"#1202, 1203, Maruthi Nagar Main Rd, Zuzuvadi, Madiwala, 1st Stage, BTM Layout, Bengaluru, Karnataka 560068, India","spa, health, point_of_interest, establishment",4.5,Beauty supply store,beauty
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJk1lYywQVrjsRCGRlU7PnPHs,Beauty&Beyond(Darkstore)-HSR,12.9077571,77.632438,1302,"Khata no 470, Ground floor, No. 147, 5th Main Rd, Rajiv Gandhi Nagar, 7th Sector, HSR Layout, Bengaluru, Karnataka 560068, India","store, point_of_interest, establishment",5,Beauty brand,brand
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJc7oQ32QVrjsRxQHBTyybaFI,SSBeauty by Shoppers Stop - Meenakshi Mall,12.8891068,77.5993447,1317,"376/487, Royal Meenakshi Mall, No 424, Bannerghatta Rd, Sarvobhogam Nagar, Hulimavu, Bengaluru, Karnataka 560076, India","point_of_interest, establishment",0,Beauty brand,brand
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJMSUPy6MVrjsR11OzRy3iEjI,Aqua Beauty Stores,12.9042397,77.6280416,1349,"Shop no 8A sri maheshwaramma Temple street, 1st Cross Rd, Bommanahalli, Bengaluru, Karnataka 560068, India","store, point_of_interest, establishment",4.3,Cosmetics store,cosmetics
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJYZic9EgVrjsRfBHzqBJB_28,Lakshmi Krishna Naturals,12.9106311,77.6350409,1371,"996, 9th Main Rd, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102, India","store, point_of_interest, establishment",4.3,Cosmetics store,cosmetics
Manual-3,12.87734734,77.59803323,2000,14,13,17,14,58,ChIJE6_DHRQVrjsRqJiYfnL9hU4,True Life Family Salon,12.88159,77.6098931,1371,"True Life Family Salon, 2nd Block, Muthuraya Swamy Layout, Hanuman Nagar, 6th Stage, BTM Layout, Arekere, Bengaluru, Karnataka 560076, India","store, point_of_interest, establishment",5,Beauty supply store,beauty
