Longitude,Latitude,population_density,lat_grid,lon_grid
77.6362497,13.14541681,7221.243164,13.1445,77.6385
77.64458303,13.14541681,5994.586426,13.1445,77.6475
77.65291636,13.14541681,5261.091797,13.1445,77.6565
77.6612497,13.14541681,5739.077637,13.1445,77.6655
77.66958303,13.14541681,6775.81543,13.1445,77.6655
77.67791636,13.14541681,4545.771484,13.1445,77.6745
77.6862497,13.14541681,4204.275391,13.1445,77.6835
77.69458303,13.14541681,4294.363281,13.1445,77.6925
77.70291636,13.14541681,6243.248535,13.1445,77.7015
77.7112497,13.14541681,4153.748047,13.1445,77.7105
77.71958303,13.14541681,407.3052979,13.1445,77.7195
77.72791636,13.14541681,405.0554504,13.1445,77.7285
77.7362497,13.14541681,452.9026794,13.1445,77.7375
77.74458303,13.14541681,217.0304565,13.1445,77.7465
77.75291636,13.14541681,273.1037598,13.1445,77.7555
77.7612497,13.14541681,337.0823059,13.1445,77.7645
77.76958303,13.14541681,286.6546326,13.1445,77.7735
77.77791636,13.14541681,335.9812927,13.1445,77.7735
77.7862497,13.14541681,289.6949768,13.1445,77.7825
77.79458303,13.14541681,268.4225769,13.1445,77.7915
77.40291636,13.13708347,496.1575623,13.1355,77.4045
77.4112497,13.13708347,2618.894775,13.1355,77.4135
77.41958303,13.13708347,1920.158813,13.1355,77.4225
77.42791636,13.13708347,2034.193848,13.1355,77.4315
77.4362497,13.13708347,2167.081055,13.1355,77.4405
77.44458303,13.13708347,2231.441895,13.1355,77.4405
77.45291636,13.13708347,2314.016357,13.1355,77.4495
77.4612497,13.13708347,2448.433105,13.1355,77.4585
77.46958303,13.13708347,4576.811035,13.1355,77.4675
77.47791636,13.13708347,7657.006836,13.1355,77.4765
77.4862497,13.13708347,5312.942871,13.1355,77.4855
77.49458303,13.13708347,5479.359375,13.1355,77.4945
77.50291636,13.13708347,2178.260498,13.1355,77.5035
77.5112497,13.13708347,4215.816406,13.1355,77.5125
77.51958303,13.13708347,4076.861816,13.1355,77.5215
77.52791636,13.13708347,3302.060547,13.1355,77.5305
77.5362497,13.13708347,3545.878418,13.1355,77.5395
77.54458303,13.13708347,2903.491943,13.1355,77.5485
77.55291636,13.13708347,3420.349609,13.1355,77.5485
77.5612497,13.13708347,6454.425293,13.1355,77.5575
77.56958303,13.13708347,7562.352539,13.1355,77.5665
77.57791636,13.13708347,7726.405762,13.1355,77.5755
77.5862497,13.13708347,6640.338379,13.1355,77.5845
77.59458303,13.13708347,5506.239258,13.1355,77.5935
77.60291636,13.13708347,7704.80957,13.1355,77.6025
77.6112497,13.13708347,9240.514648,13.1355,77.6115
77.61958303,13.13708347,7701.856445,13.1355,77.6205
77.62791636,13.13708347,6415.39209,13.1355,77.6295
77.6362497,13.13708347,6101.054199,13.1355,77.6385
77.64458303,13.13708347,6920.14502,13.1355,77.6475
77.65291636,13.13708347,5145.405762,13.1355,77.6565
77.6612497,13.13708347,4405.327637,13.1355,77.6655
77.66958303,13.13708347,6272.912109,13.1355,77.6655
77.67791636,13.13708347,4905.827148,13.1355,77.6745
77.6862497,13.13708347,2966.899902,13.1355,77.6835
77.69458303,13.13708347,4134.580078,13.1355,77.6925
77.70291636,13.13708347,4550.667969,13.1355,77.7015
77.7112497,13.13708347,1643.881714,13.1355,77.7105
77.71958303,13.13708347,438.947937,13.1355,77.7195
77.72791636,13.13708347,369.5870361,13.1355,77.7285
77.7362497,13.13708347,504.8420715,13.1355,77.7375
77.74458303,13.13708347,813.9499512,13.1355,77.7465
77.75291636,13.13708347,528.6808472,13.1355,77.7555
77.7612497,13.13708347,324.5331116,13.1355,77.7645
77.76958303,13.13708347,327.1015625,13.1355,77.7735
77.77791636,13.13708347,328.8646545,13.1355,77.7735
77.7862497,13.13708347,305.2494202,13.1355,77.7825
77.79458303,13.13708347,288.6691284,13.1355,77.7915
77.40291636,13.12875014,1574.421631,13.1265,77.4045
77.4112497,13.12875014,4026.898438,13.1265,77.4135
77.41958303,13.12875014,3318.241455,13.1265,77.4225
77.42791636,13.12875014,1953.151367,13.1265,77.4315
77.4362497,13.12875014,2186.53125,13.1265,77.4405
77.44458303,13.12875014,2190.89502,13.1265,77.4405
77.45291636,13.12875014,2279.64917,13.1265,77.4495
77.4612497,13.12875014,2412.949951,13.1265,77.4585
77.46958303,13.12875014,2880.726807,13.1265,77.4675
77.47791636,13.12875014,3957.432617,13.1265,77.4765
77.4862497,13.12875014,4818.430664,13.1265,77.4855
77.49458303,13.12875014,3961.426025,13.1265,77.4945
77.50291636,13.12875014,3066.25,13.1265,77.5035
77.5112497,13.12875014,4411.973633,13.1265,77.5125
77.51958303,13.12875014,4171.331055,13.1265,77.5215
77.52791636,13.12875014,4459.584961,13.1265,77.5305
77.5362497,13.12875014,3717.543213,13.1265,77.5395
77.54458303,13.12875014,3583.626465,13.1265,77.5485
77.55291636,13.12875014,4240.312012,13.1265,77.5485
77.5612497,13.12875014,6288.410156,13.1265,77.5575
77.56958303,13.12875014,7537.683594,13.1265,77.5665
77.57791636,13.12875014,8628.152344,13.1265,77.5755
77.5862497,13.12875014,6830.378906,13.1265,77.5845
77.59458303,13.12875014,5738.694336,13.1265,77.5935
77.60291636,13.12875014,8385.464844,13.1265,77.6025
77.6112497,13.12875014,13048.83105,13.1265,77.6115
77.61958303,13.12875014,10730.00781,13.1265,77.6205
77.62791636,13.12875014,7584.833496,13.1265,77.6295
77.6362497,13.12875014,6196.608887,13.1265,77.6385
77.64458303,13.12875014,8583.973633,13.1265,77.6475
77.65291636,13.12875014,6003.263184,13.1265,77.6565
77.6612497,13.12875014,5602.065918,13.1265,77.6655
77.66958303,13.12875014,5455.602051,13.1265,77.6655
77.67791636,13.12875014,3784.976074,13.1265,77.6745
77.6862497,13.12875014,3530.689941,13.1265,77.6835
77.69458303,13.12875014,4190.848633,13.1265,77.6925
77.70291636,13.12875014,4804.32373,13.1265,77.7015
77.7112497,13.12875014,2772.199951,13.1265,77.7105
77.71958303,13.12875014,348.7935181,13.1265,77.7195
77.72791636,13.12875014,277.5921326,13.1265,77.7285
77.7362497,13.12875014,313.697998,13.1265,77.7375
77.74458303,13.12875014,587.0931396,13.1265,77.7465
77.75291636,13.12875014,444.6788025,13.1265,77.7555
77.7612497,13.12875014,331.8691711,13.1265,77.7645
77.76958303,13.12875014,376.5263367,13.1265,77.7735
77.77791636,13.12875014,321.6623535,13.1265,77.7735
77.7862497,13.12875014,318.8604431,13.1265,77.7825
77.79458303,13.12875014,276.7000427,13.1265,77.7915
77.40291636,13.12041681,2884.708984,13.1175,77.4045
77.4112497,13.12041681,2790.712891,13.1175,77.4135
77.41958303,13.12041681,2813.087891,13.1175,77.4225
77.42791636,13.12041681,2951.016846,13.1175,77.4315
77.4362497,13.12041681,2461.425049,13.1175,77.4405
77.44458303,13.12041681,1595.338867,13.1175,77.4405
77.45291636,13.12041681,2293.936768,13.1175,77.4495
77.4612497,13.12041681,2427.215332,13.1175,77.4585
77.46958303,13.12041681,3061.537598,13.1175,77.4675
77.47791636,13.12041681,3735.958984,13.1175,77.4765
77.4862497,13.12041681,4831.244141,13.1175,77.4855
77.49458303,13.12041681,3814.393799,13.1175,77.4945
77.50291636,13.12041681,3770.301025,13.1175,77.5035
77.5112497,13.12041681,4271.711426,13.1175,77.5125
77.51958303,13.12041681,4728.443359,13.1175,77.5215
77.52791636,13.12041681,4454.039551,13.1175,77.5305
77.5362497,13.12041681,3686.114258,13.1175,77.5395
